transaction_id,customer_id,product_id,product_name,category,unit_price,quantity,implicit_rating,timestamp
TX-00233,CUST-115,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,3.0,2026-03-01 09:09:00
TX-00234,CUST-187,prod-3,Electrolyte Spark Hydration,Hydration,3.25,2,5.0,2026-03-28 19:54:00
TX-00235,CUST-112,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,3,4.0,2026-02-20 07:16:00
TX-00236,CUST-159,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,3,5.0,2026-02-17 15:37:00
TX-00237,CUST-182,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,2,4.0,2026-02-17 10:43:00
TX-00238,CUST-161,prod-7,Detox Green Juice,Fresh Juices,5.0,3,4.0,2026-01-04 17:58:00
TX-00239,CUST-183,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,5.0,2026-01-09 21:58:00
TX-00240,CUST-139,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,3.0,2026-03-25 20:07:00
TX-00241,CUST-106,prod-7,Detox Green Juice,Fresh Juices,5.0,1,3.0,2026-01-05 16:31:00
TX-00242,CUST-113,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,4.0,2026-01-31 11:24:00
TX-00243,CUST-148,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,2,4.0,2026-03-27 20:37:00
TX-00244,CUST-154,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-03-25 10:53:00
TX-00245,CUST-179,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,2,5.0,2026-02-22 15:02:00
TX-00246,CUST-128,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,4.0,2026-02-26 21:15:00
TX-00247,CUST-113,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,5.0,2026-03-29 18:34:00
TX-00248,CUST-146,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,3.0,2026-01-08 19:17:00
TX-00249,CUST-116,prod-7,Detox Green Juice,Fresh Juices,5.0,1,3.0,2026-02-28 09:42:00
TX-00250,CUST-183,prod-7,Detox Green Juice,Fresh Juices,5.0,3,5.0,2026-03-23 07:03:00
TX-00251,CUST-132,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,5.0,2026-01-17 13:04:00
TX-00252,CUST-127,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,3.0,2026-03-17 13:52:00
TX-00253,CUST-143,prod-7,Detox Green Juice,Fresh Juices,5.0,1,3.0,2026-01-19 07:17:00
TX-00254,CUST-117,prod-7,Detox Green Juice,Fresh Juices,5.0,2,4.0,2026-03-11 15:51:00
TX-00255,CUST-115,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,3.0,2026-03-26 07:08:00
TX-00256,CUST-146,prod-7,Detox Green Juice,Fresh Juices,5.0,1,3.0,2026-01-31 17:01:00
TX-00257,CUST-134,prod-6,Organic Protein Crunch Bar,Snacks,3.5,2,5.0,2026-01-07 11:47:00
TX-00258,CUST-168,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-01-15 09:30:00
TX-00259,CUST-200,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,5.0,2026-02-16 10:28:00
TX-00260,CUST-129,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,5.0,2026-03-20 08:46:00
TX-00261,CUST-167,prod-7,Detox Green Juice,Fresh Juices,5.0,1,3.0,2026-02-08 21:41:00
TX-00262,CUST-108,prod-6,Organic Protein Crunch Bar,Snacks,3.5,2,4.0,2026-03-03 19:27:00
TX-00263,CUST-163,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,3.0,2026-02-26 09:57:00
TX-00264,CUST-142,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,3.0,2026-03-19 11:04:00
TX-00265,CUST-136,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,2,5.0,2026-03-21 17:24:00
TX-00266,CUST-159,prod-6,Organic Protein Crunch Bar,Snacks,3.5,3,4.0,2026-03-06 20:06:00
TX-00267,CUST-184,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,4.0,2026-03-25 13:27:00
TX-00268,CUST-130,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,2,5.0,2026-02-22 17:52:00
TX-00269,CUST-152,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,4.0,2026-02-23 10:20:00
TX-00270,CUST-141,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,3.0,2026-03-27 15:23:00
TX-00271,CUST-188,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,3.0,2026-03-02 09:05:00
TX-00272,CUST-112,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,5.0,2026-02-25 10:47:00
TX-00273,CUST-148,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,5.0,2026-01-17 08:37:00
TX-00274,CUST-172,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-02-12 10:26:00
TX-00275,CUST-186,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,5.0,2026-02-24 08:18:00
TX-00276,CUST-140,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,2,4.0,2026-02-15 10:36:00
TX-00277,CUST-120,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,3.0,2026-03-26 22:14:00
TX-00278,CUST-145,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,4.0,2026-03-13 18:07:00
TX-00279,CUST-174,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,5.0,2026-01-29 20:54:00
TX-00280,CUST-199,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,5.0,2026-03-21 07:38:00
TX-00281,CUST-189,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,4.0,2026-02-04 07:11:00
TX-00282,CUST-190,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,3.0,2026-02-09 17:22:00
TX-00283,CUST-124,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,3.0,2026-01-19 19:04:00
TX-00284,CUST-195,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,5.0,2026-03-23 07:05:00
TX-00285,CUST-168,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,4.0,2026-01-28 19:26:00
TX-00286,CUST-144,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,5.0,2026-01-21 18:19:00
TX-00287,CUST-142,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,3.0,2026-03-14 09:56:00
TX-00288,CUST-120,prod-6,Organic Protein Crunch Bar,Snacks,3.5,2,4.0,2026-01-21 08:43:00
TX-00289,CUST-135,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,2,5.0,2026-02-26 20:31:00
TX-00290,CUST-154,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,5.0,2026-02-04 13:48:00
TX-00291,CUST-115,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,3,5.0,2026-02-14 20:07:00
TX-00292,CUST-187,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,5.0,2026-03-28 22:33:00
TX-00293,CUST-140,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,5.0,2026-01-06 14:25:00
TX-00294,CUST-108,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,3.0,2026-01-01 13:19:00
TX-00295,CUST-199,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-01-18 15:18:00
TX-00296,CUST-116,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,4.0,2026-01-01 22:47:00
TX-00297,CUST-123,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,5.0,2026-01-17 19:34:00
TX-00298,CUST-130,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,4.0,2026-03-06 18:04:00
TX-00299,CUST-195,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,4.0,2026-01-06 20:01:00
TX-00300,CUST-110,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-02-10 20:36:00
TX-00301,CUST-191,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,3.0,2026-03-23 20:18:00
TX-00302,CUST-152,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,5.0,2026-01-03 17:10:00
TX-00303,CUST-159,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-03-30 18:05:00
TX-00304,CUST-114,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,4.0,2026-02-01 20:37:00
TX-00305,CUST-168,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,4.0,2026-01-11 19:55:00
TX-00306,CUST-196,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,3.0,2026-02-13 14:21:00
TX-00307,CUST-110,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,5.0,2026-03-07 10:33:00
TX-00308,CUST-125,prod-6,Organic Protein Crunch Bar,Snacks,3.5,2,4.0,2026-02-14 18:46:00
TX-00309,CUST-131,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,3.0,2026-01-14 11:16:00
TX-00310,CUST-123,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,5.0,2026-03-19 11:48:00
TX-00311,CUST-110,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,5.0,2026-01-23 22:29:00
TX-00312,CUST-198,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,5.0,2026-03-16 21:43:00
TX-00313,CUST-183,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,5.0,2026-03-23 17:55:00
TX-00314,CUST-141,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,4.0,2026-01-20 21:04:00
TX-00315,CUST-157,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-03-22 16:50:00
TX-00316,CUST-176,prod-7,Detox Green Juice,Fresh Juices,5.0,2,4.0,2026-01-08 18:32:00
TX-00317,CUST-140,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,3.0,2026-03-01 21:02:00
TX-00318,CUST-148,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,3.0,2026-02-06 09:41:00
TX-00319,CUST-179,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,5.0,2026-03-18 19:29:00
TX-00320,CUST-171,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,5.0,2026-01-06 21:58:00
TX-00321,CUST-184,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-01-25 17:38:00
TX-00322,CUST-165,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,3.0,2026-01-20 08:28:00
TX-00323,CUST-144,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,2,4.0,2026-01-11 12:02:00
TX-00324,CUST-191,prod-7,Detox Green Juice,Fresh Juices,5.0,1,5.0,2026-02-26 21:33:00
TX-00325,CUST-179,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,4.0,2026-01-21 18:23:00
TX-00326,CUST-150,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,5.0,2026-02-22 17:43:00
TX-00327,CUST-107,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,4.0,2026-03-22 17:04:00
TX-00328,CUST-113,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,4.0,2026-03-13 19:18:00
TX-00329,CUST-193,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,3.0,2026-03-26 11:21:00
TX-00330,CUST-175,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,4.0,2026-03-26 11:58:00
TX-00331,CUST-140,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,3,4.0,2026-03-25 19:08:00
TX-00332,CUST-140,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,4.0,2026-03-13 19:41:00
TX-00333,CUST-117,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,5.0,2026-03-27 09:41:00
TX-00334,CUST-155,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,4.0,2026-03-07 18:01:00
TX-00335,CUST-140,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-01-24 13:21:00
TX-00336,CUST-125,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,2,4.0,2026-01-29 11:09:00
TX-00337,CUST-138,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-01-13 08:42:00
TX-00338,CUST-199,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,3,5.0,2026-03-21 11:38:00
TX-00339,CUST-120,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,5.0,2026-01-21 12:53:00
TX-00340,CUST-199,prod-6,Organic Protein Crunch Bar,Snacks,3.5,2,5.0,2026-03-21 12:46:00
TX-00341,CUST-106,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,5.0,2026-02-22 18:43:00
TX-00342,CUST-131,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,5.0,2026-02-26 16:48:00
TX-00343,CUST-158,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,4.0,2026-01-30 14:19:00
TX-00344,CUST-125,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,4.0,2026-02-17 21:29:00
TX-00345,CUST-200,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,3.0,2026-02-18 20:10:00
TX-00346,CUST-178,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,5.0,2026-01-18 15:03:00
TX-00347,CUST-162,prod-7,Detox Green Juice,Fresh Juices,5.0,1,5.0,2026-02-17 10:45:00
TX-00348,CUST-116,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,3.0,2026-02-06 09:48:00
TX-00349,CUST-135,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,4.0,2026-02-27 11:53:00
TX-00350,CUST-112,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-01-29 21:56:00
TX-00351,CUST-104,prod-7,Detox Green Juice,Fresh Juices,5.0,1,5.0,2026-02-23 08:25:00
TX-00352,CUST-148,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-01-31 19:05:00
TX-00353,CUST-129,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,3,4.0,2026-01-04 17:59:00
TX-00354,CUST-192,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,3.0,2026-03-25 17:50:00
TX-00355,CUST-118,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,4.0,2026-01-05 16:58:00
TX-00356,CUST-190,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,5.0,2026-01-18 22:28:00
TX-00357,CUST-101,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,3.0,2026-01-11 07:16:00
TX-00358,CUST-120,prod-3,Electrolyte Spark Hydration,Hydration,3.25,2,5.0,2026-03-12 20:07:00
TX-00359,CUST-131,prod-6,Organic Protein Crunch Bar,Snacks,3.5,3,4.0,2026-02-08 10:03:00
TX-00360,CUST-154,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,3.0,2026-03-23 21:04:00
TX-00361,CUST-164,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,5.0,2026-03-18 07:40:00
TX-00362,CUST-174,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-01-31 11:18:00
TX-00363,CUST-101,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,2,5.0,2026-03-20 18:15:00
TX-00364,CUST-124,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-03-27 09:33:00
TX-00365,CUST-109,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,4.0,2026-03-09 07:24:00
TX-00366,CUST-106,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,4.0,2026-03-23 19:23:00
TX-00367,CUST-196,prod-7,Detox Green Juice,Fresh Juices,5.0,1,3.0,2026-01-03 18:50:00
TX-00368,CUST-145,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,2,5.0,2026-01-31 10:49:00
TX-00369,CUST-118,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,4.0,2026-01-06 18:34:00
TX-00370,CUST-183,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,4.0,2026-01-23 21:44:00
TX-00371,CUST-181,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,5.0,2026-01-24 11:04:00
TX-00372,CUST-200,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,3.0,2026-02-28 08:18:00
TX-00373,CUST-106,prod-3,Electrolyte Spark Hydration,Hydration,3.25,2,5.0,2026-01-26 08:20:00
TX-00374,CUST-166,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,3.0,2026-02-20 22:16:00
TX-00375,CUST-197,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,4.0,2026-03-24 13:18:00
TX-00376,CUST-200,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,2,4.0,2026-01-07 17:17:00
TX-00377,CUST-148,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,4.0,2026-02-25 19:47:00
TX-00378,CUST-150,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,5.0,2026-02-13 12:31:00
TX-00379,CUST-164,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,3.0,2026-02-17 15:51:00
TX-00380,CUST-194,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,5.0,2026-02-24 09:27:00
TX-00381,CUST-124,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,3.0,2026-03-11 16:20:00
TX-00382,CUST-111,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-02-11 16:19:00
TX-00383,CUST-178,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,4.0,2026-02-24 12:44:00
TX-00384,CUST-145,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,2,5.0,2026-02-27 08:46:00
TX-00385,CUST-179,prod-3,Electrolyte Spark Hydration,Hydration,3.25,2,4.0,2026-02-25 15:40:00
TX-00386,CUST-110,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,2,4.0,2026-03-27 19:23:00
TX-00387,CUST-104,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,3.0,2026-01-19 21:02:00
TX-00388,CUST-109,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,4.0,2026-01-31 18:23:00
TX-00389,CUST-173,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,4.0,2026-01-05 11:43:00
TX-00390,CUST-148,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,3.0,2026-02-17 21:48:00
TX-00391,CUST-174,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,4.0,2026-01-18 18:25:00
TX-00392,CUST-184,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,3.0,2026-02-05 14:07:00
TX-00393,CUST-195,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,2,5.0,2026-01-24 22:33:00
TX-00394,CUST-172,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,4.0,2026-01-16 15:49:00
TX-00395,CUST-191,prod-6,Organic Protein Crunch Bar,Snacks,3.5,2,5.0,2026-02-27 13:39:00
TX-00396,CUST-189,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,3.0,2026-03-04 13:07:00
TX-00397,CUST-110,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,5.0,2026-02-27 12:57:00
TX-00398,CUST-157,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,2,5.0,2026-01-12 17:42:00
TX-00399,CUST-191,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,4.0,2026-01-09 16:57:00
TX-00400,CUST-121,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,2,5.0,2026-03-31 12:50:00
TX-00401,CUST-166,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,3.0,2026-01-29 10:12:00
TX-00402,CUST-131,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,5.0,2026-03-05 07:23:00
TX-00403,CUST-174,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,5.0,2026-02-17 21:51:00
TX-00404,CUST-117,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,2,5.0,2026-03-20 09:04:00
TX-00405,CUST-151,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,4.0,2026-03-03 20:49:00
TX-00406,CUST-174,prod-7,Detox Green Juice,Fresh Juices,5.0,2,4.0,2026-01-10 11:20:00
TX-00407,CUST-158,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,2,4.0,2026-03-01 18:08:00
TX-00408,CUST-199,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,3.0,2026-01-17 20:32:00
TX-00409,CUST-116,prod-7,Detox Green Juice,Fresh Juices,5.0,1,3.0,2026-03-08 11:19:00
TX-00410,CUST-121,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,5.0,2026-02-11 14:22:00
TX-00411,CUST-137,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,5.0,2026-01-11 15:12:00
TX-00412,CUST-171,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-02-05 11:40:00
TX-00413,CUST-179,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,2,4.0,2026-03-10 09:32:00
TX-00414,CUST-176,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,5.0,2026-03-16 11:10:00
TX-00415,CUST-180,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,5.0,2026-03-19 17:53:00
TX-00416,CUST-106,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,5.0,2026-01-04 09:02:00
TX-00417,CUST-199,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,3.0,2026-03-15 15:41:00
TX-00418,CUST-199,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,5.0,2026-03-15 20:39:00
TX-00419,CUST-104,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,4.0,2026-03-05 16:41:00
TX-00420,CUST-162,prod-7,Detox Green Juice,Fresh Juices,5.0,1,4.0,2026-02-01 19:19:00
TX-00421,CUST-110,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-03-30 08:10:00
TX-00422,CUST-154,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,3,5.0,2026-03-03 21:13:00
TX-00423,CUST-178,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,5.0,2026-01-19 17:55:00
TX-00424,CUST-141,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,3,5.0,2026-02-14 19:08:00
TX-00425,CUST-166,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,3.0,2026-03-13 10:20:00
TX-00426,CUST-160,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,3.0,2026-01-16 15:28:00
TX-00427,CUST-119,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,2,5.0,2026-01-13 08:18:00
TX-00428,CUST-179,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,3.0,2026-02-23 14:55:00
TX-00429,CUST-142,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,3.0,2026-03-15 17:12:00
TX-00430,CUST-164,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,4.0,2026-03-07 21:31:00
TX-00431,CUST-164,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,5.0,2026-01-03 09:25:00
TX-00432,CUST-159,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,4.0,2026-01-31 13:37:00
TX-00433,CUST-107,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,5.0,2026-01-07 16:31:00
TX-00434,CUST-184,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,5.0,2026-03-28 22:18:00
TX-00435,CUST-102,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,2,5.0,2026-01-14 20:08:00
TX-00436,CUST-194,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,3.0,2026-02-16 19:23:00
TX-00437,CUST-152,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,5.0,2026-01-07 13:23:00
TX-00438,CUST-137,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-01-10 19:32:00
TX-00439,CUST-198,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,5.0,2026-03-12 15:52:00
TX-00440,CUST-188,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,3.0,2026-03-20 10:08:00
TX-00441,CUST-151,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,4.0,2026-02-17 17:35:00
TX-00442,CUST-197,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,5.0,2026-01-19 13:38:00
TX-00443,CUST-152,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,3.0,2026-03-06 08:02:00
TX-00444,CUST-118,prod-7,Detox Green Juice,Fresh Juices,5.0,1,4.0,2026-02-12 22:33:00
TX-00445,CUST-120,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,5.0,2026-03-19 11:20:00
TX-00446,CUST-141,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,2,5.0,2026-01-21 19:39:00
TX-00447,CUST-176,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,5.0,2026-02-13 22:45:00
TX-00448,CUST-139,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,4.0,2026-03-02 07:23:00
TX-00449,CUST-187,prod-3,Electrolyte Spark Hydration,Hydration,3.25,2,5.0,2026-01-15 20:37:00
TX-00450,CUST-193,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-03-30 07:38:00
TX-00451,CUST-134,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,3.0,2026-03-25 14:46:00
TX-00452,CUST-175,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,5.0,2026-03-03 12:33:00
TX-00453,CUST-193,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,2,4.0,2026-03-21 19:09:00
TX-00454,CUST-105,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,3.0,2026-03-15 10:12:00
TX-00455,CUST-157,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,4.0,2026-02-10 20:09:00
TX-00456,CUST-189,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,5.0,2026-01-27 20:32:00
TX-00457,CUST-161,prod-7,Detox Green Juice,Fresh Juices,5.0,1,3.0,2026-01-08 11:33:00
TX-00458,CUST-172,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,4.0,2026-02-11 22:33:00
TX-00459,CUST-141,prod-3,Electrolyte Spark Hydration,Hydration,3.25,2,5.0,2026-01-23 21:58:00
TX-00460,CUST-170,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,4.0,2026-02-15 15:39:00
TX-00461,CUST-125,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,4.0,2026-02-01 15:35:00
TX-00462,CUST-129,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,3.0,2026-02-08 16:45:00
TX-00463,CUST-189,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,4.0,2026-03-04 17:30:00
TX-00464,CUST-172,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,5.0,2026-02-05 16:07:00
TX-00465,CUST-187,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,4.0,2026-03-11 19:57:00
